source_file,section,spread_index,left_page,right_page,left_table_id,right_table_id,pair_record_index,right_subrow_index,alignment_status,state,company,municipality,plant,installation_year,energy_source,primary_motor_type,primary_motor_number,primary_motor_hp,transmission_line_km,distribution_line_km,transmission_voltage,distribution_voltage,current_type,phases,cycles,transformer_stations,personnel,municipality_plant_location,electrical_installation_capacity_hp,total_waterfall_capacity_hp,waterfall_height_m,extension_m,adduction_material,pipe_diameter_mm,pipe_thickness_mm,watercourse_used,reservoir_capacity_m3,raw_left_cells_json,raw_right_cells_json
table_1_all.pdf,section_ii,3,37,38,tbl-102.md,tbl-104.md,17,1,matched,Minas Geraes,Companhia Força e Lus Cataguazes—Leopoldina,,Santo Antonio,,,,,,3,—,6600,220,,,,—,,Pomba,150,1000,12,11,Alvenaria.,2000,1000,Rio Pomba.,3000,"[""Companhia Força e Lus Cataguazes—Leopoldina"", ""Pomba"", ""Santo Antonio"", ""150"", ""1 000"", ""12"", ""11""]","[""Alvenaria."", ""2.000"", ""1.000"", ""3"", ""—"", ""6.600"", ""220"", ""—"", ""Rio Pomba."", ""3.000""]"
table_1_all.pdf,section_ii,3,37,38,tbl-102.md,tbl-104.md,18,1,matched,Minas Geraes,,,Coronel Domiciano,,,,,,41,50,10000,2200,,,,2,,São Paulo do Muriahé,400,3000,150,100,Aço.,750,7,Rio Preto.,—,"["""", ""São Paulo do Muriahé"", ""Coronel Domiciano"", ""400"", ""3 000"", ""150"", ""100""]","[""Aço."", ""750"", ""7"", ""41"", ""50"", ""10.000"", ""2.200"", ""2"", ""Rio Preto."", ""—""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,1,1,matched,Minas Geraes,Companhia Regional de Força e Luz,,—,,,,,,9,5,10000,220,,,,-,,Iima Duarte,125,1100,48,105,Aço.,500,10,Rio Brumado.,-,"[""Companhia Regional de Força e Luz"", ""Iima Duarte"", ""—"", ""125"", ""1 100"", ""48"", ""105""]","[""Aço."", ""500"", ""10"", ""9"", ""5"", ""10.000"", ""220"", ""-"", ""Rio Brumado."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,2,1,matched,Minas Geraes,"The Ouro Preto Gold Mines of Brazil, Limited",,—,,,,,,3,5,2200,220,,,,1,,Matianna,43,1800,50,80,Aço.,400,4,Rio Carmo.,-,"[""The Ouro Preto Gold Mines of Brazil, Limited"", ""Matianna"", ""—"", ""43"", ""1 800"", ""50"", ""80""]","[""Aço."", ""400"", ""4"", ""3"", ""5"", ""2.200"", ""220"", ""1"", ""Rio Carmo."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,3,1,matched,Minas Geraes,Rossetti & Centola,,—,,,,,,,,220,,,,,,,Monte Santo,40,1800,33,60,Aço.,250,4,,,"[""Rossetti & Centola"", ""Monte Santo"", ""—"", ""40"", ""1 800"", ""33"", ""60""]","[""Aço."", ""250"", ""4"", """", """", ""220"", """", """", """", """"]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,4,1,matched,Minas Geraes,Municipalidade de Oliveira,,Jacaré,,,,,,54,-,10500,220,,,,1,,Oliveira.,660,1200,27,110,Ferro.,1000,12,Ribeirão Pinheirinho.,14000,"[""Municipalidade de Oliveira"", ""Oliveira."", ""Jacaré"", ""660"", ""1 200"", ""27"", ""110""]","[""Ferro."", ""1.000"", ""12"", ""54"", ""-"", ""10.500"", ""220"", ""1"", ""Ribeirão Pinheirinho."", ""14.000""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,5,1,matched,Minas Geraes,Companhia Sol Mineira de Electricidade,,—,,,,,,20,5,10000,2000,,,,1,,Ouro Fino,700,700,49,160,Aço.,800,5,Rio Jacaré.,-,"[""Companhia Sol Mineira de Electricidade"", ""Ouro Fino"", ""—"", ""700"", ""700"", ""49"", ""160""]","[""Aço."", ""800"", ""5"", ""20"", ""5"", ""10.000"", ""2.000"", ""1"", ""Rio Jacaré."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,6,1,matched,Minas Geraes,,,Rio Dourado,,,,,,34,-,5000,220,,,,1,,São Gonçalo do Sapucahy,1000,1500,17,100,Ferro batido.,700,10,Ribeirão São Paulo.,-,"["""", ""São Gonçalo do Sapucahy"", ""Rio Dourado"", ""1 000"", ""1 500"", ""17"", ""100""]","[""Ferro batido."", ""700"", ""10"", ""34"", ""-"", ""5.000"", ""220"", ""1"", ""Ribeirão São Paulo."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,7,1,matched,Minas Geraes,,,Rio Verde,,,,,,123,135,10500,220,,,,1,,Varginha,1250,2000,8,34,Ferro batido.,1225,7,Rio Dourado.,5000,"["""", ""Varginha"", ""Rio Verde"", ""1 250"", ""2 000"", ""8"", ""34""]","[""Ferro batido."", ""1.225"", ""7"", ""123"", ""135"", ""10.500"", ""220"", ""1"", ""Rio Dourado."", ""5.000""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,8,1,matched,Minas Geraes,,,Dr Bueno de Paiva,,,,,,150,185,10000,220,,,,1,,Pataisopolis,460,700,150,666,Ferro batido.,2500,8,Rio Verde.,-,"["""", ""Pataisopolis"", ""Dr Bueno de Paiva"", ""460"", ""700"", ""150"", ""666""]","[""Ferro batido."", ""2.500"", ""8"", ""150"", ""185"", ""10.000"", ""220"", ""1"", ""Rio Verde."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,9,1,matched,Minas Geraes,Companhia de Electricidade e Viação Urbana de Minas Gerais,,Rio de Pedras,,,,,,50,76,10000,220,,,,1,,Ouro Preto,2450,3800,50,—,Ferro batido.,-400,3,Ribeirão Vermelho.,-,"[""Companhia de Electricidade e Viação Urbana de Minas Gerais"", ""Ouro Preto"", ""Rio de Pedras"", ""2 450"", ""3 800"", ""50"", ""—""]","[""Ferro batido."", ""-400"", ""3"", ""50"", ""76"", ""10.000"", ""220"", ""1"", ""Ribeirão Vermelho."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,10,1,matched,Minas Geraes,Companhia Ouropretana de Electricidade,,Tombadouro,,,,,,47,-,45000,220,,,,1,,Ouro Preto,320,370,25,22,Aço.,-,-,"Rio de Pedras, Rio das Velhas e Rio Maracujá.",-,"[""Companhia Ouropretana de Electricidade"", ""Ouro Preto"", ""Tombadouro"", ""320"", ""370"", ""25"", ""22""]","[""Aço."", ""-"", ""-"", ""47"", ""-"", ""45.000"", ""220"", ""1"", ""Rio de Pedras, Rio das Velhas e Rio Maracujá."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,11,1,matched,Minas Geraes,Companhia Brasileira de Carbureto de Calcio,,Guaiy,,,,,,3,15,2300,220,,,,1,,Palmyra,7800,9000,72,660,Aço.,1000,6,Rio Funil.,100,"[""Companhia Brasileira de Carbureto de Calcio"", ""Palmyra"", ""Guaiy"", ""7 800"", ""9 000"", ""72"", ""660""]","[""Aço."", ""1.000"", ""6"", ""3"", ""15"", ""2.300"", ""220"", ""1"", ""Rio Funil."", ""100""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,12,1,matched,Minas Geraes,Municipalidade de Passa Quatro,,—,,,,,,16,-,25000,-,,,,1,,Passa Quatro,160,160,104,300,Aço.,1200,6,Rio Pinho ou Formoso.,-,"[""Municipalidade de Passa Quatro"", ""Passa Quatro"", ""—"", ""160"", ""160"", ""104"", ""300""]","[""Aço."", ""1.200"", ""6"", ""16"", ""-"", ""25.000"", ""-"", ""1"", ""Rio Pinho ou Formoso."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,13,1,matched,Minas Geraes,Municipalidade de Patos,,—,,,,,,14,4,5000,220,,,,1,,Patos,120,125,—,—,Ferro.,200,3,Rio Passa Quatro.,25,"[""Municipalidade de Patos"", ""Patos"", ""—"", ""120"", ""125"", ""—"", ""—""]","[""Ferro."", ""200"", ""3"", ""14"", ""4"", ""5.000"", ""220"", ""1"", ""Rio Passa Quatro."", ""25""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,14,1,matched,Minas Geraes,Municipalidade de Perdões,,—,,,,,,12,9,6600,110,,,,1,,Perdões,120,120,46,600,-,-,-,Ribeirão da Matta.,-,"[""Municipalidade de Perdões"", ""Perdões"", ""—"", ""120"", ""120"", ""46"", ""600""]","[""-"", ""-"", ""-"", ""12"", ""9"", ""6.600"", ""110"", ""1"", ""Ribeirão da Matta."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,tbl-105.md,tbl-107.md,15,1,matched,Minas Geraes,Companhia Industria e Viação de Pirapora (1),,—,,,,,,7,6,6600,110,,,,1,,Pirapora,180,15000,6,—,Ferro.,600,6,Ribeirão dos Coelhos.,-,"[""Companhia Industria e Viação de Pirapora (1)"", ""Pirapora"", ""—"", ""180"", ""15 000"", ""6"", ""—""]","[""Ferro."", ""600"", ""6"", ""7"", ""6"", ""6.600"", ""110"", ""1"", ""Ribeirão dos Coelhos."", ""-""]"
table_1_all.pdf,section_ii,4,39,40,,tbl-107.md,16,1,right_only,Minas Geraes,,,,,,,,,2,10,110,110,,,,-,,,,,,,Canal.,-,-,Rio São Francisco.,-,,"[""Canal."", ""-"", ""-"", ""2"", ""10"", ""110"", ""110"", ""-"", ""Rio São Francisco."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,1,1,matched,Minas Geraes,Companhia Industrial Pitanguyense,,—,,,,,,9,10,5000,220,,,,2,,Pitanguy,400,3000,8,—,Canal.,-,-,Rio Pará.,-,"[""Companhia Industrial Pitanguyense"", ""Pitanguy"", ""—"", ""400"", ""3 000"", ""8"", ""—""]","[""Canal."", ""-"", ""-"", ""9"", ""10"", ""5.000"", ""220"", ""2"", ""Rio Pará."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,2,1,matched,Minas Geraes,Municipalidade de Piumhy,,—,,,,,,34,8,6600,110,,,,1,,Piumhy,60,180,30,35,Ferro e cimento.,800,20,Ribeirão das Araras.,-,"[""Municipalidade de Piumhy"", ""Piumhy"", ""—"", ""60"", ""180"", ""30"", ""35""]","[""Ferro e cimento."", ""800"", ""20"", ""34"", ""8"", ""6.600"", ""110"", ""1"", ""Ribeirão das Araras."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,3,1,matched,Minas Geraes,Luiz José Dias & Companhia,,—,,,,,,5,20,2300,110,,,,1,,Poços de Caldas,930,4000,90,250,Chapas de aço.,930,6,Rio das Antas.,-,"[""Luiz José Dias & Companhia"", ""Poços de Caldas"", ""—"", ""930"", ""4 000"", ""90"", ""250""]","[""Chapas de aço."", ""930"", ""6"", ""5"", ""20"", ""2.300"", ""110"", ""1"", ""Rio das Antas."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,4,1,matched,Minas Geraes,Municipalidade de Ponte Nova,,—,,,,,,12,6,10000,220,,,,1,,Ponte Nova,516,900,8,280,Aço e cimento.,-,-,Rio Piranga.,-,"[""Municipalidade de Ponte Nova"", ""Ponte Nova"", ""—"", ""516"", ""900"", ""8"", ""280""]","[""Aço e cimento."", ""-"", ""-"", ""12"", ""6"", ""10.000"", ""220"", ""1"", ""Rio Piranga."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,5,1,matched,Minas Geraes,Municipalidade de Pouso Alegre,,Ponte de Pedras,,,,,,29,18,15000,220,,,,1,,Pouso Alegre,150,150,12,15,Ferro batido.,1400,8,Rio Mogy.,120000,"[""Municipalidade de Pouso Alegre"", ""Pouso Alegre"", ""Ponte de Pedras"", ""150"", ""150"", ""12"", ""15""]","[""Ferro batido."", ""1.400"", ""8"", ""29"", ""18"", ""15.000"", ""220"", ""1"", ""Rio Mogy."", ""120.000""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,6,1,matched,Minas Geraes,Baêta & Mello,,Hydrodina,,,,,,15,32,22000,3000,,,,1,,Qusluz,543,1200,86,236,Aço.,900,6,Ribeirão Pé do Morro.,-,"[""Baêta & Mello"", ""Qusluz"", ""Hydrodina"", ""543"", ""1 200"", ""86"", ""236""]","[""Aço."", ""900"", ""6"", ""15"", ""32"", ""22.000"", ""3.000"", ""1"", ""Ribeirão Pé do Morro."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,7,1,matched,Minas Geraes,W T Atherton,,Lages,,,,,,,,,220,,,,,,Rio Piracicaba,7,30,15,62,,600,,,,"[""W T Atherton"", ""Rio Piracicaba"", ""Lages"", ""7"", ""30"", ""15"", ""62""]","["""", ""600"", """", """", """", """", ""220"", """", """", """"]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,8,1,matched,Minas Geraes,Empresa Hydro Electrica Nacional,,Ronea,,,,,,2,3,250,250,,,,-,,Rio Preto,200,1000,19,40,Ferro.,250,7,Ribeirão Diogo de Oliveira.,240000,"[""Empresa Hydro Electrica Nacional"", ""Rio Preto"", ""Ronea"", ""200"", ""1 000"", ""19"", ""40""]","[""Ferro."", ""250"", ""7"", ""2"", ""3"", ""250"", ""250"", ""-"", ""Ribeirão Diogo de Oliveira."", ""240.000""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,9,1,matched,Minas Geraes,Municipalidade de Sabará (I),,—,,,,,,4,7,6000,220,,,,-,,Sabará,115,1000,6,—,Ferro batido.,800,5,Correço do Bananal.,-,"[""Municipalidade de Sabará (I)"", ""Sabará"", ""—"", ""115"", ""1 000"", ""6"", ""—""]","[""Ferro batido."", ""800"", ""5"", ""4"", ""7"", ""6.000"", ""220"", ""-"", ""Correço do Bananal."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,10,1,matched,Minas Geraes,Municipalidade de Santa Luzia do Rio das Velhas,,—,,,,,,4,9,4000,120,,,,-,,Sabará,200,220,50,100,-,-,-,Rio Sabará.,-,"[""Municipalidade de Santa Luzia do Rio das Velhas"", ""Sabará"", ""—"", ""200"", ""220"", ""50"", ""100""]","[""-"", ""-"", ""-"", ""4"", ""9"", ""4.000"", ""120"", ""-"", ""Rio Sabará."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,11,1,matched,Minas Geraes,Municipalidade de Conquista,,Sacramento,,,,,,12,4,6000,220,,,,1,,Sacramento,679,1200,16,20,Aço.,800,5,Rio Vermelho.,-,"[""Municipalidade de Conquista"", ""Sacramento"", ""Sacramento"", ""679"", ""1 200"", ""16"", ""20""]","[""Aço."", ""800"", ""5"", ""12"", ""4"", ""6.000"", ""220"", ""1"", ""Rio Vermelho."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,12,1,matched,Minas Geraes,Companhia Industrial Bello Horizonte,,—,,,,,,13,8,10500,220,,,,1,,Santa Luzia do Rio das Velhas,256,1000,21,—,Ferro.,800,20,Ribeirão Borá.,11,"[""Companhia Industrial Bello Horizonte"", ""Santa Luzia do Rio das Velhas"", ""—"", ""256"", ""1 000"", ""21"", ""—""]","[""Ferro."", ""800"", ""20"", ""13"", ""8"", ""10.500"", ""220"", ""1"", ""Ribeirão Borá."", ""11""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,13,1,matched,Minas Geraes,Dr Estevão Leite de Magalhães Pinto,,—,,,,,,1,-,220,220,,,,1,,Santa Quiteria,380,5000,75,440,-,-,-,Ribeirão da Matta.,-,"[""Dr Estevão Leite de Magalhães Pinto"", ""Santa Quiteria"", ""—"", ""380"", ""5 000"", ""75"", ""440""]","[""-"", ""-"", ""-"", ""1"", ""-"", ""220"", ""220"", ""1"", ""Ribeirão da Matta."", ""-""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,14,1,matched,Minas Geraes,Companhia Poça e Luz Minas Sul,,Delfim Moreira,,,,,,4,4,6000,220,,,,-,,Santa Rita do Sapucahy,500,1000,60,64,Aço.,550,4,Ribeirão Betim.,5,"[""Companhia Poça e Luz Minas Sul"", ""Santa Rita do Sapucahy"", ""Delfim Moreira"", ""500"", ""1 000"", ""60"", ""64""]","[""Aço."", ""550"", ""4"", ""4"", ""4"", ""6.000"", ""220"", ""-"", ""Ribeirão Betim."", ""5""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,15,1,matched,Minas Geraes,Municipalidade de Santo Antonio do Monte,,—,,,,,,36,20,22000,3000,,,,1,,Santo Antonio do Monte,150,250,31,52,Ferro fundido.,610,5,Rio Turvo.,800,"[""Municipalidade de Santo Antonio do Monte"", ""Santo Antonio do Monte"", ""—"", ""150"", ""250"", ""31"", ""52""]","[""Ferro fundido."", ""610"", ""5"", ""36"", ""20"", ""22.000"", ""3.000"", ""1"", ""Rio Turvo."", ""800""]"
table_1_all.pdf,section_ii,5,41,42,tbl-108.md,tbl-110.md,16,1,matched,Minas Geraes,Municipalidade de São Domingos do Prata,,—,,,,,,4,6,2200,120,,,,1,,São Domingos do Prata,160,250,10,15,Ferro.,600,5,Ribeirão dos Borges.,6,"[""Municipalidade de São Domingos do Prata"", ""São Domingos do Prata"", ""—"", ""160"", ""250"", ""10"", ""15""]","[""Ferro."", ""600"", ""5"", ""4"", ""6"", ""2.200"", ""120"", ""1"", ""Ribeirão dos Borges."", ""6""]"
table_1_all.pdf,section_ii,5,41,42,,tbl-110.md,17,1,right_only,Minas Geraes,,,,,,,,,2,2,5100,220,,,,1,,,,,,,Ferro.,400,10,Rio Prata.,20,,"[""Ferro."", ""400"", ""10"", ""2"", ""2"", ""5.100"", ""220"", ""1"", ""Rio Prata."", ""20""]"
table_1_all.pdf,section_ii,6,43,44,tbl-111.md,tbl-114.md,1,1,matched,Minas Geraes,,,,,,,,,1,7,220,220120,,,,-,,,HPCapacitédel'installationélectriqueHP,MétrosHauteurdelachuted'eauCompriscettedelapartiedéjàcaptéeHP,,,Ferro fundido...,600,3,Correço Confusão...,-,"["""", """", """", ""H P Capacité de l'installation électrique H P"", ""Métros Hauteur de la chute d'eau Compris cette de la partie déjà captée H P"", """", """"]","[""Ferro fundido..."", ""600"", ""3"", ""1"", ""7"", ""220"", ""220 120"", ""-"", ""Correço Confusão..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,2,1,matched,Minas Geraes,Municipalidade de São Gothardo,,Cachoeira da Confusão,,,,,,3,9,3000,220110,,,,-,,São Gothardo,45,51,12,12,-,500,8,Rio Angú...,-,"[""Municipalidade de São Gothardo"", ""São Gothardo"", ""Cachoeira da Confusão"", ""45"", ""51"", ""12"", ""12""]","[""-"", ""500"", ""8"", ""3"", ""9"", ""3.000"", ""220 110"", ""-"", ""Rio Angú..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,3,1,matched,Minas Geraes,Villela & Companhia,,—,,,,,,7,70,6000,220120,,,,1,,São José d'Além Parahyba,135,800,32,38,Chapas de ferro...,600,12,Rio dos Aventureiros...,-,"[""Villela & Companhia"", ""São José d'Além Parahyba"", ""—"", ""135"", ""800"", ""32"", ""38""]","[""Chapas de ferro..."", ""600"", ""12"", ""7"", ""70"", ""6.000"", ""220 120"", ""1"", ""Rio dos Aventureiros..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,4,1,matched,Minas Geraes,Adão Pereira de Araujo,,Rio dos Aventureiros,,,,,,18,13,5000,220,,,,3,,São José d'Além Parahyba,1300,1400,60,290,Ferro fundido...,1000,20,Correço do Carmo...,-,"[""Adão Pereira de Araujo"", ""São José d'Além Parahyba"", ""Rio dos Aventureiros"", ""1 300"", ""1 400"", ""60"", ""290""]","[""Ferro fundido..."", ""1.000"", ""20"", ""18"", ""13"", ""5.000"", ""220"", ""3"", ""Correço do Carmo..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,5,1,matched,Minas Geraes,Empresa Força e Luz de Silvestre Ferraz,,Força e Luz,,,,,,11,72,6600,1000110,,,,1,,Silvestre Ferraz,150,150,12,10,Aço...,105,10,Rio Carandahy...,-,"[""Empresa Força e Luz de Silvestre Ferraz"", ""Silvestre Ferraz"", ""Força e Luz"", ""150"", ""150"", ""12"", ""10""]","[""Aço..."", ""105"", ""10"", ""11"", ""72"", ""6.600"", ""1.000 110"", ""1"", ""Rio Carandahy..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,6,1,matched,Minas Geraes,Municipalidade de São João d'El-Rey,,—,,,,,,9,8,6000,110,,,,1,,Tiradentes,700,1200,48,80,Ferro...,800,3,Rio Tapanhús...,-,"[""Municipalidade de São João d'El-Rey"", ""Tiradentes"", ""—"", ""700"", ""1 200"", ""48"", ""80""]","[""Ferro..."", ""800"", ""3"", ""9"", ""8"", ""6.000"", ""110"", ""1"", ""Rio Tapanhús..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,7,1,matched,Minas Geraes,Companhia Turvense de Luz e Força,,—,,,,,,6,25,4000,220,,,,-,,Turvo,130,300,50,100,Chapas de ferro...,1250,20,Rio Uberabinha...,-,"[""Companhia Turvense de Luz e Força"", ""Turvo"", ""—"", ""130"", ""300"", ""50"", ""100""]","[""Chapas de ferro..."", ""1.250"", ""20"", ""6"", ""25"", ""4.000"", ""220"", ""-"", ""Rio Uberabinha..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,8,1,matched,Minas Geraes,Companhia Luz e Força de Uberabinha,,—,,,,,,4,(1),110,(1)110,,,,-,,Uberabinha,1500,12000,27,64,Ferro...,-,-,Rio Turvo Sujo...,-,"[""Companhia Luz e Força de Uberabinha"", ""Uberabinha"", ""—"", ""1 500"", ""12 000"", ""27"", ""64""]","[""Ferro..."", ""-"", ""-"", ""4"", ""(1)"", ""110"", ""(1) 110"", ""-"", ""Rio Turvo Sujo..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,9,1,matched,Minas Geraes,Companhia Fiação e Tecidos São Sylvestre,,São Sylvestre,,,,,,7,-,6600,110,,,,-,,Viçosa,150,150,8,—,-,-,-,Correço Grande ou Bagre...,-,"[""Companhia Fiação e Tecidos São Sylvestre"", ""Viçosa"", ""São Sylvestre"", ""150"", ""150"", ""8"", ""—""]","[""-"", ""-"", ""-"", ""7"", ""-"", ""6.600"", ""110"", ""-"", ""Correço Grande ou Bagre..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,10,1,matched,Minas Geraes,Empresa Força e Luz Hervalense,,—,,,,,,,,30000,5000,,,,1,,Viçosa,150,150,—,—,Aço...,800,4,Rio do Peixe...,4100000,"[""Empresa Força e Luz Hervalense"", ""Viçosa"", ""—"", ""150"", ""150"", ""—"", ""—""]","[""Aço..."", ""800"", ""4"", """", """", ""30.000"", ""5.000"", ""1"", ""Rio do Peixe..."", ""4.100.000""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,11,1,matched,Minas Geraes,St John del Rey Mining Company Limited,,A,,,,,,50,68,15000,380,,,,,,Villa Nova de Lima,335,720,34,1770,,1020,8,Rio de Veiga...,,"[""St John del Rey Mining Company Limited"", ""Villa Nova de Lima"", ""A"", ""335"", ""720"", ""34"", ""1 770""]","["""", ""1.020"", ""8"", ""50"", ""68"", ""15.000"", ""380"", """", ""Rio de Veiga..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,12,1,matched,Minas Geraes,,,B,,,,,,,,5000,220,,,,,,,402,560,26,,,1090,10,Rio de Veiga dos Macacos...,,"["""", """", ""B"", ""402"", ""560"", ""26"", """"]","["""", ""1.090"", ""10"", """", """", ""5.000"", ""220"", """", ""Rio de Veiga dos Macacos..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,13,1,matched,Minas Geraes,,,C,,,,,,,,,,,,,,,,911,1120,53,,,1120,,Rio de Veiga dos Crystaes...,,"["""", """", ""C"", ""911"", ""1 120"", ""53"", """"]","["""", ""1.120"", """", """", """", """", """", """", ""Rio de Veiga dos Crystaes..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,14,1,matched,Minas Geraes,,,D,,,,,,,,,,,,,,,,1876,1950,78,,,,,Rio de Veiga do Retiro...,,"["""", """", ""D"", ""1 876"", ""1 950"", ""78"", """"]","["""", """", """", """", """", """", """", """", ""Rio de Veiga do Retiro..."", """"]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,15,1,matched,Minas Geraes,,,E,,,,,,10,5,2200,110,,,,1,,,1876,1950,78,,Ferro...,300,2,Rio de Veiga Cardoso...,-,"["""", """", ""E"", ""1 876"", ""1 950"", ""78"", """"]","[""Ferro..."", ""300"", ""2"", ""10"", ""5"", ""2.200"", ""110"", ""1"", ""Rio de Veiga Cardoso..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,tbl-114.md,16,1,matched,Minas Geraes,,,Gaya,,,,,,3,4,2200,10,,,,1,,,402,600,25,,Madeira...,-,-,Rio Conquista ou das Almas...,-,"["""", """", ""Gaya"", ""402"", ""600"", ""25"", """"]","[""Madeira..."", ""-"", ""-"", ""3"", ""4"", ""2.200"", ""10"", ""1"", ""Rio Conquista ou das Almas..."", ""-""]"
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,17,1,left_only,Minas Geraes,,,Crystacs,,,,,,,,,,,,,,,,154,450,21,,,,,,,"["""", """", ""Crystacs"", ""154"", ""450"", ""21"", """"]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,18,1,left_only,Minas Geraes,,,Retiro,,,,,,,,,,,,,,,,67,260,13,,,,,,,"["""", """", ""Retiro"", ""67"", ""260"", ""13"", """"]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,19,1,left_only,Minas Geraes,Municipalidade de Villa Nova de Rezende,,Oso,,,,,,,,,,,,,,,Villa Nova de Rezende,15,300,17,30,,,,,,"[""Municipalidade de Villa Nova de Rezende"", ""Villa Nova de Rezende"", ""Oso"", ""15"", ""300"", ""17"", ""30""]",
table_1_all.pdf,section_ii,6,43,44,tbl-112.md,,20,1,left_only,Minas Geraes,,,Conquista,,,,,,,,,,,,,,,,20,20,7,8,,,,,,"["""", """", ""Conquista"", ""20"", ""20"", ""7"", ""8""]",
table_1_all.pdf,section_ii,7,45,46,tbl-115.md,tbl-121.md,1,1,matched,Parahyba,,,,,,,,,16,18,2000,120,,,,3,,,HPCapacitédel'installationélectriqueHP,MPCapacitétotaledelachuted'eauycompriscelledelapartiedéjàcaptéeHP,,,Ferro e cimento.,500,9,Rio Camuçá.,500,"["""", """", """", ""H P Capacité de l'installation électrique H P"", ""M P Capacité totale de la chute d'eau y compris celle de la partie déjà captée H P"", """", """"]","[""Ferro e cimento."", ""500"", ""9"", ""16"", ""18"", ""2.000"", ""120"", ""3"", ""Rio Camuçá."", ""500""]"
table_1_all.pdf,section_ii,7,45,46,tbl-116.md,tbl-121.md,2,1,matched,Parahyba,Empresa Hydro-Electrica Borborema,,—,,,,,,,,,,,,,,,Bananeiras,50,200,130,200,PARANÁ,,,,,"[""Empresa Hydro-Electrica Borborema"", ""Bananeiras"", ""—"", ""50"", ""200"", ""130"", ""200""]","[""PARANÁ"", """", """", """", """", """", """", """", """", """"]"
