entity,establishments_1985_absolute,establishments_1985_percent,personnel_occupied_1985_absolute,personnel_occupied_1985_percent,salaries_withdrawals_other_compensation_1985_million_cruzeiros,salaries_withdrawals_other_compensation_1985_percent,merchandise_sales_revenue_1985_million_cruzeiros,merchandise_sales_revenue_1985_million_cruzeiros_percent,source_page,extraction_method,needs_review
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,5 731,"59,8",14 980,"40,8",93 945,"31,9",1 180 555,"26,8",48,mistral_table,no
PARAIBA,11 216,"100,0",40 419,"100,0",247 631,"100,0",5 137 361,"100,0",48,mistral_table,no
CAPITAL,1 878,"16,7",10 627,"26,3",70 689,"28,5",1 472 035,"28,7",48,mistral_table,no
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,1 763,"15,7",8 714,"21,6",58 940,"23,8",1 493 647,"25,1",48,mistral_table,no
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,7 575,"67,5",21 078,"52,1",118 001,"47,7",2 171 679,"42,3",48,mistral_table,no
PERNAMBUCO,32 045,"100,0",136 895,"100,0",1 127 333,"100,0",19 794 971,"100,0",48,mistral_table,no
CAPITAL,7 867,"24,5",60 414,"44,1",600 827,"53,3",11 658 925,"56,9",48,mistral_table,no
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,5 717,"21,0",26 095,"19,1",-191 -461,"17,0",3 349 851,"16,9",48,mistral_table,no
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,3 419,"50,6",10 796,"35,5",69 437,"30,4",1 232 596,"24,8",48,mistral_table,no
SERGIPE,4 766,"100,0",22 575,"100,0",179 331,"100,0",3 763 482,"100,0",48,mistral_table,no
CAPITAL,1 935,"40,5",12 745,"56,5",115 985,"64,7",2 237 083,"59,4",48,mistral_table,no
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,2 831,"59,3",9 830,"43,5",63 346,"35,3",1 526 399,"40,6",48,mistral_table,no
BANJIA,42 802,"100,0",188 298,"100,0",1 550 503,"100,0",,,49,mistral_table_partial,yes
CAPITAL,7 689,"18,0",65 443,"34,8",708 122,"45,7","111 919 , , .","47, 1",49,mistral_table_plus_pdf_text_layout,no
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,7 505,"17,5",39 566,"21,0",295 336,"19,0",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,27 608,"64,5",83 289,"44,2",547 045,"35,3",,,49,mistral_table_partial,yes
TOTAL DAS CAPITAIS,104 374,"30,2",844 990,"43,4",10 404 402,"54,5",2 5 176 711,"51,1",49,mistral_table_plus_pdf_text_layout,no
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,102 477,"29,7",602 830,"31,0",5 311 006,"27,8",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,138 339,"40,1",458 907,"25,6",3 366 585,"17,6",,,49,mistral_table_partial,yes
MINAS GERAIS,87 397,"100,0",360 265,"100,0",2 610 437,"100,0",,,49,mistral_table_partial,yes
CAPITAL,12 411,"14,2",89 138,"24,7",868 660,"33,3",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,16 599,"16,0",88 682,"24,6",705 563,"27,0",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,58 387,"66,8",182 445,"50,6",1 036 213,"39,7",,,49,mistral_table_partial,yes
ESPIRITO SANTO,12 380,"100,0",59 978,"100,0",416 498,"100,0",,,49,mistral_table_partial,yes
CAPITAL,1 982,"16,0",16 945,"28,3",156 863,"37,7",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,4 530,"36,6",24 858,"41,4",174 715,"41,9",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,5 868,"47,4",18 175,"30,3",84 899,"20,4",,,49,mistral_table_partial,yes
RIO DE JANEIRO,63 807,"100,0",452 524,"100,0",4 352 195,"100,0",,,49,mistral_table_partial,yes
CAPITAL,29 322,"46,0",274 303,"60,6",3 109 569,"71,4",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,25 084,"39,3",141 575,"31,3",1 017 744,"23,4",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,9 401,"14,7",36 646,"8,1",224 883,"5,2",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,90 659,"33,4",464 594,"43,3",6 269 290,"53,6",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,56 264,"31,0",347 715,"32,4",3 412 984,"29,2",,,49,mistral_table_partial,yes
PARANA,49 456,"100,0",270 047,"100,0",2 385 684,"100,0",,,49,mistral_table_partial,yes
CAPITAL,7 947,"16,1",64 231,"23,8",686 249,"28,8",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,8 911,"18,0",63 196,"23,4",636 703,"26,8",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,32 596,"65,9",142 920,"52,8",1 060 732,"44,5",,,49,mistral_table_partial,yes
SANTA CATARINA,25 215,"100,0",129 304,"100,0",1 100 550,"100,0",22 IS6 713,"100,0",49,mistral_table_plus_pdf_text_layout,no
CAPITAL,1 768,"7,0",11 949,"9,2",102 583,"9,3",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,6 530,"25,9",46 655,"35,3",458 013,"41,6",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,16 917,"67,1",71 700,"55,5",539 954,"49,1",,,49,mistral_table_partial,yes
RIO GRANDE DO SUL,65 838,"100,0",351 322,"100,0",3 526 560,"100,0",,,49,mistral_table_partial,yes
CAPITAL,9 216,"14,0",90 316,"25,7",1 181 714,"33,5",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,17 631,"26,8",98 064,"27,9",969 248,"27,5",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,38 991,"59,2",162 942,"46,4",1 375 597,"39,0",,,49,mistral_table_partial,yes
REGIÃO CENTRO-DESTE,45 341,"100,0",219 370,"100,0",1 948 620,"100,0",,,49,mistral_table_partial,yes
TOTAL DAS CAPITAIS,16 202,"35,7",112 926,"51,5",1 220 173,"62,6",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,2 706,"8,2",20 481,"9,3",174 206,"8,9",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,25 433,"56,1",85 963,"39,2",554 241,"28,4",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,8 310,"64,2",24 009,"51,3",157 029,"41,5",,,49,mistral_table_partial,yes
MOTO GROSSO DO SUL,9 831,"100,0",46 797,"100,0",378 380,"100,0",,,49,mistral_table_partial,yes
CAPITAL,2 642,"26,9",17 288,"36,9",171 366,"45,3",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,8 879,"8,9",5 500,"11,8",49 985,"13,2",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,6 310,"64,2",24 009,"51,3",157 029,"41,5",,,49,mistral_table_partial,yes
MOTO GROSSO,8 774,"100,0",38 978,"100,0",364 146,"100,0",,,49,mistral_table_partial,yes
CAPITAL,2 099,"23,9",13 014,"33,4",135 844,"37,3",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,1 327,"15,1",7 705,"19,8",71 318,"19,6",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,5 348,"91,0",18 259,"46,8",156 983,"43,1",,,49,mistral_table_partial,yes
GOIAS,20 469,"100,0",88 044,"100,0",673 663,"100,0",,,49,mistral_table_partial,yes
CAPITAL,5 194,"25,4",37 073,"42,1",380 531,"56,5",,,49,mistral_table_partial,yes
MUNICIPIOS COM 100.000 OU MAIS HABITANTES,1 500,"7,3",7 276,"8,3",52 903,"7,9",,,49,mistral_table_partial,yes
MUNICIPIOS COM MENOS DE 100.000 HABITANTES,3 745,"67,3",43 695,"49,6",240 229,"35,7",,,49,mistral_table_partial,yes
